order_item_id,order_id,product_id,sku,name,category_name,brand,quantity,price,original_price,total_price,rating,review
ORI-000026,ORD-260210-0018,PSU-002,SEASONIC-FOCUS-GX-850,Nguồn Seasonic Focus GX 850W 80 Plus Gold Full Modular,PSU - Nguồn máy tính,Seasonic,1,3290000,3800000,3290000,4,"Thiết kế đẹp, chạy mát, dịch vụ chăm sóc khách hàng khá tốt."
ORI-000027,ORD-260407-0019,RAM-003,KINGSTON-FURY-DDR4-16GB-3200,RAM Kingston Fury Beast DDR4 16GB (2x8GB) 3200MHz,RAM - Bộ nhớ trong,Kingston,1,1290000,1500000,1290000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-000028,ORD-260321-0020,MB-003,GIGABYTE-X670E-AORUS-MASTER,"Mainboard GIGABYTE X670E AORUS Master (AM5, DDR5, ATX)",Mainboard - Bo mạch chủ,GIGABYTE,1,11490000,13000000,11490000,4,"Chất lượng ổn áp, chạy ngon lành, đóng gói kỹ càng."
ORI-000029,ORD-260321-0020,MOUSE-001,LOGITECH-G-PRO-X-SUPERLIGHT2,"Chuột gaming Logitech G Pro X Superlight 2 (Không dây, 32000 DPI)",Chuột - Mouse,Logitech,1,3390000,3800000,3390000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-000030,ORD-260326-0021,CPU-002,INTEL-I7-14700K,"CPU Intel Core i7-14700K (3.4GHz Turbo 5.6GHz, 20 nhân 28 luồng)",CPU - Bộ vi xử lý,Intel,1,8490000,9500000,8490000,4,"Sản phẩm dùng tốt, đúng mô tả, tuy nhiên giao hàng hơi trễ 1 ngày."
ORI-000031,ORD-260326-0021,CPU-006,INTEL-I3-14100F,"CPU Intel Core i3-14100F (3.5GHz Turbo 4.7GHz, 4 nhân 8 luồng)",CPU - Bộ vi xử lý,Intel,1,2490000,2800000,2490000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-000032,ORD-260616-0022,CASE-002,JONSBO-D41-MESH,"Vỏ Case Jonsbo D41 Mesh Screen (Mid Tower, ATX, Màn hình LCD)",Case - Vỏ máy tính,Jonsbo,1,2290000,2600000,2290000,,
ORI-000033,ORD-250714-0023,MB-002,MSI-MAG-Z790-TOMAHAWK,"Mainboard MSI MAG Z790 Tomahawk WiFi (LGA 1700, DDR5, ATX)",Mainboard - Bo mạch chủ,MSI,1,6990000,7800000,6990000,4,"Thiết kế đẹp, chạy mát, dịch vụ chăm sóc khách hàng khá tốt."
ORI-000034,ORD-250714-0023,CPU-001,INTEL-I9-14900K,"CPU Intel Core i9-14900K (3.2GHz Turbo 6.0GHz, 24 nhân 32 luồng)",CPU - Bộ vi xử lý,Intel,1,12990000,14500000,12990000,2,"Sản phẩm có dấu hiệu trầy xước nhẹ, giao hàng chậm, đóng gói sơ sài."
ORI-000035,ORD-250929-0024,PSU-003,COOLERMASTER-V750-GOLD,Nguồn Cooler Master MWE Gold 750W 80 Plus Gold Full Modular,PSU - Nguồn máy tính,Cooler Master,1,2490000,2900000,2490000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-000036,ORD-250929-0024,COOL-002,THERMALRIGHT-PHANTOM-SPIRIT-120,Tản nhiệt khí Thermalright Phantom Spirit 120 SE ARGB,Tản nhiệt - Cooling,Thermalright,1,990000,1200000,990000,4,"Thiết kế đẹp, chạy mát, dịch vụ chăm sóc khách hàng khá tốt."
ORI-000037,ORD-251204-0025,FAN-001,LIANLI-UNI-FAN-AL120-3PACK,"Fan Case Lian Li UNI FAN AL120 RGB (3-Pack, Daisy-chain)",Fan - Quạt tản nhiệt,Lian Li,1,1490000,1800000,1490000,1,"Hàng cũ đóng lại seal, chạy lỗi liên tục, bảo hành rất phiền phức. Không nên mua."
ORI-000038,ORD-251103-0026,RAM-003,KINGSTON-FURY-DDR4-16GB-3200,RAM Kingston Fury Beast DDR4 16GB (2x8GB) 3200MHz,RAM - Bộ nhớ trong,Kingston,1,1290000,1500000,1290000,4,"Chất lượng ổn áp, chạy ngon lành, đóng gói kỹ càng."
ORI-000039,ORD-251103-0026,COOL-003,DEEPCOOL-AK620-DIGITAL,"Tản nhiệt khí DeepCool AK620 Digital (Dual Tower, 2x120mm)",Tản nhiệt - Cooling,Deepcool,1,1490000,1800000,1490000,4,"Hiệu năng tốt trong tầm giá, dùng mượt mà không lỗi lầm gì."
ORI-000040,ORD-250711-0027,CASE-002,JONSBO-D41-MESH,"Vỏ Case Jonsbo D41 Mesh Screen (Mid Tower, ATX, Màn hình LCD)",Case - Vỏ máy tính,Jonsbo,1,2290000,2600000,2290000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-000041,ORD-251108-0028,MB-001,ASUS-ROG-MAXIMUS-Z790,"Mainboard ASUS ROG Maximus Z790 Hero (LGA 1700, DDR5, ATX)",Mainboard - Bo mạch chủ,ASUS,1,15990000,18000000,15990000,2,"Giao sai phiên bản màu sắc, đang chờ shop đổi trả."
ORI-000042,ORD-251108-0028,CASE-002,JONSBO-D41-MESH,"Vỏ Case Jonsbo D41 Mesh Screen (Mid Tower, ATX, Màn hình LCD)",Case - Vỏ máy tính,Jonsbo,1,2290000,2600000,2290000,4,"Thiết kế đẹp, chạy mát, dịch vụ chăm sóc khách hàng khá tốt."
ORI-000043,ORD-250821-0029,RAM-001,CORSAIR-DDR5-32GB-6000,RAM Corsair Dominator Titanium DDR5 32GB (2x16GB) 6000MHz,RAM - Bộ nhớ trong,Corsair,1,3990000,4500000,3990000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-000044,ORD-260119-0030,COOL-003,DEEPCOOL-AK620-DIGITAL,"Tản nhiệt khí DeepCool AK620 Digital (Dual Tower, 2x120mm)",Tản nhiệt - Cooling,Deepcool,1,1490000,1800000,1490000,1,"Sản phẩm bị lỗi hỏng ngay khi bóc hộp, không lên nguồn. Dịch vụ tệ."
ORI-000045,ORD-251009-0031,GPU-003,GIGABYTE-RTX4070-SUPER-12G,VGA GIGABYTE GeForce RTX 4070 Super Gaming OC 12GB,VGA - Card màn hình,GIGABYTE,1,16490000,18500000,16490000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-000046,ORD-251009-0031,GPU-004,ASUS-RX7900XTX-24G,VGA ASUS TUF Gaming Radeon RX 7900 XTX OC 24GB,VGA - Card màn hình,ASUS,1,22990000,25000000,22990000,1,"Giao hàng quá chậm (mất 7 ngày), hàng móp méo hư hại nghiêm trọng."
ORI-000047,ORD-251229-0032,FAN-002,NOCTUA-NF-A12X25-PWM,Fan Case Noctua NF-A12x25 PWM 120mm (Hiệu suất cao),Fan - Quạt tản nhiệt,Noctua,1,990000,1200000,990000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-000048,ORD-250621-0033,PSU-001,CORSAIR-HX1000I-1000W,Nguồn Corsair HX1000i 1000W 80 Plus Platinum Full Modular,PSU - Nguồn máy tính,Corsair,1,4990000,5500000,4990000,4,"Sản phẩm dùng tốt, đúng mô tả, tuy nhiên giao hàng hơi trễ 1 ngày."
ORI-000049,ORD-260405-0034,CPU-004,AMD-R9-7950X,"CPU AMD Ryzen 9 7950X (4.5GHz Turbo 5.7GHz, 16 nhân 32 luồng)",CPU - Bộ vi xử lý,AMD,1,13490000,15000000,13490000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-000050,ORD-260405-0034,MB-002,MSI-MAG-Z790-TOMAHAWK,"Mainboard MSI MAG Z790 Tomahawk WiFi (LGA 1700, DDR5, ATX)",Mainboard - Bo mạch chủ,MSI,1,6990000,7800000,6990000,2,"Giao sai phiên bản màu sắc, đang chờ shop đổi trả."
ORI-000051,ORD-251125-0035,GPU-005,MSI-RTX4060-TI-8G-VENTUS,VGA MSI GeForce RTX 4060 Ti 8G Ventus 2X OC,VGA - Card màn hình,MSI,1,9490000,11000000,9490000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-000052,ORD-251125-0035,GPU-001,ASUS-ROG-RTX4090-24G,VGA ASUS ROG Strix GeForce RTX 4090 24GB GDDR6X OC,VGA - Card màn hình,ASUS,1,52990000,58000000,52990000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-000053,ORD-260508-0036,CPU-006,INTEL-I3-14100F,"CPU Intel Core i3-14100F (3.5GHz Turbo 4.7GHz, 4 nhân 8 luồng)",CPU - Bộ vi xử lý,Intel,1,2490000,2800000,2490000,,
ORI-000054,ORD-260508-0036,MB-004,ASUS-TUF-B760M-PLUS-WIFI,"Mainboard ASUS TUF Gaming B760M-Plus WiFi (LGA 1700, DDR5, mATX)",Mainboard - Bo mạch chủ,ASUS,1,3990000,4500000,3990000,,
ORI-000055,ORD-251205-0037,CASE-001,LIANLI-PC-O11D-EVO,"Vỏ Case Lian Li PC-O11 Dynamic Evo (Mid Tower, ATX)",Case - Vỏ máy tính,Lian Li,1,3490000,3900000,3490000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-000056,ORD-250918-0038,SSD-004,CRUCIAL-P5-PLUS-500GB,SSD Crucial P5 Plus 500GB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Crucial,1,990000,1200000,990000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-000057,ORD-260110-0039,CHAIR-001,SECRETLAB-TITAN-EVO-2022,"Ghế gaming Secretlab Titan Evo 2022 (SoftWeave Plus, Medium)",Ghế gaming - Gaming Chair,Secretlab,1,12990000,14500000,12990000,2,"Sản phẩm có dấu hiệu trầy xước nhẹ, giao hàng chậm, đóng gói sơ sài."
ORI-000058,ORD-260110-0039,SSD-002,WD-BLACK-SN850X-1TB,SSD WD Black SN850X 1TB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Western Digital,1,2190000,2500000,2190000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-000059,ORD-260117-0040,HEADSET-001,CORSAIR-VIRTUOSO-RGB-XT,Tai nghe gaming Corsair Virtuoso RGB Wireless XT,Tai nghe - Headset,Corsair,1,4290000,5000000,4290000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-000060,ORD-260117-0040,MOUSE-001,LOGITECH-G-PRO-X-SUPERLIGHT2,"Chuột gaming Logitech G Pro X Superlight 2 (Không dây, 32000 DPI)",Chuột - Mouse,Logitech,1,3390000,3800000,3390000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-000061,ORD-260601-0041,CHAIR-001,SECRETLAB-TITAN-EVO-2022,"Ghế gaming Secretlab Titan Evo 2022 (SoftWeave Plus, Medium)",Ghế gaming - Gaming Chair,Secretlab,1,12990000,14500000,12990000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-000062,ORD-250629-0042,PSU-003,COOLERMASTER-V750-GOLD,Nguồn Cooler Master MWE Gold 750W 80 Plus Gold Full Modular,PSU - Nguồn máy tính,Cooler Master,1,2490000,2900000,2490000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-000063,ORD-250629-0042,SSD-004,CRUCIAL-P5-PLUS-500GB,SSD Crucial P5 Plus 500GB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Crucial,1,990000,1200000,990000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-000064,ORD-260511-0043,PSU-003,COOLERMASTER-V750-GOLD,Nguồn Cooler Master MWE Gold 750W 80 Plus Gold Full Modular,PSU - Nguồn máy tính,Cooler Master,1,2490000,2900000,2490000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-000065,ORD-260226-0044,PSU-002,SEASONIC-FOCUS-GX-850,Nguồn Seasonic Focus GX 850W 80 Plus Gold Full Modular,PSU - Nguồn máy tính,Seasonic,1,3290000,3800000,3290000,4,"Sản phẩm tốt, nhân viên tư vấn nhiệt tình, sẽ tiếp tục ủng hộ."
ORI-000066,ORD-260226-0044,CPU-006,INTEL-I3-14100F,"CPU Intel Core i3-14100F (3.5GHz Turbo 4.7GHz, 4 nhân 8 luồng)",CPU - Bộ vi xử lý,Intel,1,2490000,2800000,2490000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-000067,ORD-260526-0045,HEADSET-001,CORSAIR-VIRTUOSO-RGB-XT,Tai nghe gaming Corsair Virtuoso RGB Wireless XT,Tai nghe - Headset,Corsair,1,4290000,5000000,4290000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-000068,ORD-260526-0045,CHAIR-001,SECRETLAB-TITAN-EVO-2022,"Ghế gaming Secretlab Titan Evo 2022 (SoftWeave Plus, Medium)",Ghế gaming - Gaming Chair,Secretlab,1,12990000,14500000,12990000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-000069,ORD-250902-0046,SSD-001,SAMSUNG-980-PRO-2TB,SSD Samsung 980 Pro 2TB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Samsung,1,3490000,3900000,3490000,4,"Sản phẩm tốt, nhân viên tư vấn nhiệt tình, sẽ tiếp tục ủng hộ."
ORI-000070,ORD-260222-0047,PSU-003,COOLERMASTER-V750-GOLD,Nguồn Cooler Master MWE Gold 750W 80 Plus Gold Full Modular,PSU - Nguồn máy tính,Cooler Master,1,2490000,2900000,2490000,5,"Thiết kế đẹp mắt, hiệu năng vượt trội so với tầm giá. Rất hài lòng!"
ORI-000071,ORD-251114-0048,MONITOR-002,SAMSUNG-ODYSSEY-G7-32-4K,"Màn hình Samsung Odyssey G7 32"" 4K UHD 144Hz IPS",Màn hình - Monitor,Samsung,1,12990000,15000000,12990000,4,"Chất lượng ổn áp, chạy ngon lành, đóng gói kỹ càng."
ORI-000072,ORD-250922-0049,GPU-004,ASUS-RX7900XTX-24G,VGA ASUS TUF Gaming Radeon RX 7900 XTX OC 24GB,VGA - Card màn hình,ASUS,1,22990000,25000000,22990000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-000073,ORD-251210-0050,PSU-001,CORSAIR-HX1000I-1000W,Nguồn Corsair HX1000i 1000W 80 Plus Platinum Full Modular,PSU - Nguồn máy tính,Corsair,1,4990000,5500000,4990000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-000074,ORD-260521-0051,COOL-001,CORSAIR-H150I-ELITE-360MM,Tản nhiệt nước AIO Corsair iCUE H150i Elite LCD 360mm,Tản nhiệt - Cooling,Corsair,1,4490000,5000000,4490000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-000075,ORD-251121-0052,HDD-001,SEAGATE-BARRACUDA-4TB,"Ổ cứng HDD Seagate Barracuda 4TB 3.5"" SATA 5400RPM",HDD - Ổ cứng cơ,Seagate,1,2190000,2500000,2190000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-000076,ORD-251107-0053,MB-003,GIGABYTE-X670E-AORUS-MASTER,"Mainboard GIGABYTE X670E AORUS Master (AM5, DDR5, ATX)",Mainboard - Bo mạch chủ,GIGABYTE,1,11490000,13000000,11490000,3,"Sản phẩm bình thường, không quá nổi bật, dịch vụ giao hàng ở mức trung bình."
ORI-000077,ORD-250911-0054,FAN-001,LIANLI-UNI-FAN-AL120-3PACK,"Fan Case Lian Li UNI FAN AL120 RGB (3-Pack, Daisy-chain)",Fan - Quạt tản nhiệt,Lian Li,1,1490000,1800000,1490000,4,"Chất lượng ổn áp, chạy ngon lành, đóng gói kỹ càng."
ORI-000078,ORD-251225-0055,KB-002,RAZER-BLACKWIDOW-V4-75,Bàn phím cơ Razer BlackWidow V4 75% (Razer Yellow Switch),Bàn phím - Keyboard,Razer,1,3290000,3800000,3290000,,
ORI-000079,ORD-260213-0056,MB-003,GIGABYTE-X670E-AORUS-MASTER,"Mainboard GIGABYTE X670E AORUS Master (AM5, DDR5, ATX)",Mainboard - Bo mạch chủ,GIGABYTE,1,11490000,13000000,11490000,,
ORI-000080,ORD-260213-0056,SSD-002,WD-BLACK-SN850X-1TB,SSD WD Black SN850X 1TB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Western Digital,1,2190000,2500000,2190000,,
ORI-000081,ORD-250821-0057,GPU-002,MSI-RTX4080-SUPER-16G,VGA MSI GeForce RTX 4080 Super 16GB Gaming X Slim,VGA - Card màn hình,MSI,1,26990000,30000000,26990000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-000082,ORD-260221-0058,PSU-002,SEASONIC-FOCUS-GX-850,Nguồn Seasonic Focus GX 850W 80 Plus Gold Full Modular,PSU - Nguồn máy tính,Seasonic,1,3290000,3800000,3290000,3,"Sản phẩm bình thường, không quá nổi bật, dịch vụ giao hàng ở mức trung bình."
ORI-000083,ORD-260619-0059,KB-002,RAZER-BLACKWIDOW-V4-75,Bàn phím cơ Razer BlackWidow V4 75% (Razer Yellow Switch),Bàn phím - Keyboard,Razer,1,3290000,3800000,3290000,,
ORI-000084,ORD-251230-0060,CASE-002,JONSBO-D41-MESH,"Vỏ Case Jonsbo D41 Mesh Screen (Mid Tower, ATX, Màn hình LCD)",Case - Vỏ máy tính,Jonsbo,1,2290000,2600000,2290000,5,"Thiết kế đẹp mắt, hiệu năng vượt trội so với tầm giá. Rất hài lòng!"
ORI-000085,ORD-250824-0061,CPU-003,INTEL-I5-14600K,"CPU Intel Core i5-14600K (3.5GHz Turbo 5.3GHz, 14 nhân 20 luồng)",CPU - Bộ vi xử lý,Intel,1,5490000,6200000,5490000,3,"Dùng tạm ổn, nhưng vỏ hộp hơi móp méo khi vận chuyển."
ORI-000086,ORD-250913-0062,RAM-002,GSKILL-DDR5-32GB-6000,RAM G.Skill Trident Z5 RGB DDR5 32GB (2x16GB) 6000MHz CL30,RAM - Bộ nhớ trong,G.Skill,1,3690000,4200000,3690000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-000087,ORD-250913-0062,CPU-003,INTEL-I5-14600K,"CPU Intel Core i5-14600K (3.5GHz Turbo 5.3GHz, 14 nhân 20 luồng)",CPU - Bộ vi xử lý,Intel,1,5490000,6200000,5490000,3,"Dùng tạm ổn, nhưng vỏ hộp hơi móp méo khi vận chuyển."
ORI-000088,ORD-251117-0063,SSD-003,KINGSTON-KC3000-1TB,SSD Kingston KC3000 1TB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Kingston,1,1890000,2200000,1890000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-000089,ORD-251117-0063,RAM-001,CORSAIR-DDR5-32GB-6000,RAM Corsair Dominator Titanium DDR5 32GB (2x16GB) 6000MHz,RAM - Bộ nhớ trong,Corsair,1,3990000,4500000,3990000,4,"Sản phẩm dùng tốt, đúng mô tả, tuy nhiên giao hàng hơi trễ 1 ngày."
